NombreIniciativa,CantidadOrganizaciones,LineaFinanciamiento,ParticipacionCiudadana,TransparenciaRendicionCuentas,PeriodismoDatos,MapeoCiudadano,MonitoreoServiciosPublicos,UsoDatosAbiertos,OtraTematica,OrgNombreOrganizacion,OrgTipoOrganizacion,OrgPais,OrgCiudad,OrgWeb,OrgPrincipalAlinza,OrgDesarrolloPlataformasAplicativosTecnologicos,OrgVariosPaises,OrgSpinOffIncubacion,OrgParticipacionCiudadana,OrgTransparenciaRendicionCuentas,OrgParlamentoAbierto,OrgComprasPublicas,OrgPeriodismoDatos,OrgMapeoCiudadano,OrgMonitoreoServiciosPublicos,OrgOtraTematica,EscalamientoPlataformaExistente,AdaptacionPlataformaExistente,DesarrolloPlataformaNueva,Otros
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,Centro de Mídias Cívicas do MIT Media Lab,Universidad,Otro,"Cambridge, MA",civic.mit.edu,No,Sí,No,No,1,1,0,0,1,1,1,,1,1,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,Instituto Humanitas360,Organización civil sin fines de lucro,Otro,"Denver, CO",http://humanitas360.org/,No,No,Si,No,1,0,0,0,0,1,1,,1,1,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,Rede de Observatorio Social do Brasil,Organización civil sin fines de lucro,Brasil,Curitiba,www.osbrasil.org.br,No,No,No,No,1,1,1,1,0,1,1,,1,1,0,
Municipio Verde,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,,Municipio Verde,Empresa privada (startup),Chile,SANTIAGO,www.municipioverde.cl,Sí,Sí,No,Si,1,1,0,0,0,0,1,,1,0,0,
KiiK. Plataforma Digital para la Donación Altruista de Sangre. ,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,"Servicios de Ideas Creativas para el Desarrollo de Organizaciones, A.C.",Organización civil sin fines de lucro,México,Ciudad de México,www.sicdos.org.mx,Sí,Sí,No,No,1,1,0,0,0,0,0,Salud.,0,0,1,
Observatorio Centroamericano de Datos Abiertos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,DatosElSalvador,Organización civil sin fines de lucro,El Salvador,San Salvador,www.datoselsalvador.org,No,Sí,No,No,0,1,0,0,0,0,0,Creación de portales de datos abiertos,0,0,1,
Observatorio Centroamericano de Datos Abiertos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Instituto Panameño de Derecho y Nuevas Tecnologías,Organización civil sin fines de lucro,Panamá,Ciudad de Panamá,www.ipandetec.org,Sí,Sí,No,No,0,1,0,0,1,0,1,Protección Derechos Digitales,0,0,1,
Barómetro Urbano Participativo,2,Desarrollo de nuevas iniciativas,1,0,0,1,1,0,,Fundación Encuentro para la participación ciudadana y la ampliación de derechos,Organización civil sin fines de lucro,Argentina,Buenos Aires,En construcción,Sí,No,No,No,1,1,0,1,0,0,1,,0,1,1,
Barómetro Urbano Participativo,2,Desarrollo de nuevas iniciativas,1,0,0,1,1,0,,CTRL S.A.,Empresa privada (startup),Argentina,Buenos Aires,www.ctrl.com.ar,No,Sí,No,No,1,0,0,1,0,0,0,,0,1,1,
"Estrategias comunitarias para crear y fortalecer un Sistema de Comunicaci Libre y Comunitaria en la costa pac{ifica de Esmeraldas, Ecuador.",1,Desarrollo de nuevas iniciativas,1,0,1,1,0,1,"Telefonía celular libre, Sistema de alerta temprana frente a temblores/terremotos",Agencia Ecologista de Información Tegantai,Organización civil sin fines de lucro,Ecuador,Quito,http://agenciaecologista.info,Sí,Sí,No,Si,1,0,0,0,1,1,0,"Telefonía celular comunitaria, monitoreo y apliacación de softeare libre en audio y video, trabajo en programación, licencia slibres",1,1,1,
Información y Gestión de Conocimientos de Políticas Publicas con enfoque de genero ,2,Iniciativas ya existentes,1,1,1,0,1,0,Análisis de la inversión publica con enfoque de genero (presupuestos sensibles al genero),Centro de Promoción de la Mujer Gregoria Apaza- CPMGA,Organización civil sin fines de lucro,Bolivia,El Alto,www.gregorias.org.bo,Sí,No,No,No,1,1,0,0,1,0,0,Políticas Publicas,0,0,1,
Información y Gestión de Conocimientos de Políticas Publicas con enfoque de genero ,2,Iniciativas ya existentes,1,1,1,0,1,0,,Servicios e Información para el Desarrollo Económico Local-SIDEL,Organización civil sin fines de lucro,Bolivia,La Paz,www.del.org.bo,No,Sí,No,No,1,1,0,0,0,0,1,Políticas Publicas,0,0,1,
Buscador de becas online ,1,Iniciativas ya existentes,0,0,0,0,0,0,Democratización al acceso a información ,Fundación por una Carrera,Organización civil sin fines de lucro,Chile,Santiago,http://www.porunacarrera.cl/,Sí,No,No,No,0,0,0,0,0,0,0,Democratización al acceso a información ,0,1,0,
Gestión del arbolado urbano,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,0,,O Instituto Ambiental,Organización civil sin fines de lucro,Brasil,Sao Paulo,www.oia.org.br,Sí,No,Si,No,1,1,0,0,0,0,0,,0,0,1,
Ocupa Tu Calle,3,Iniciativas ya existentes,1,0,0,1,0,0,,Asociación Unacem,Organización civil sin fines de lucro,Perú,Lima,http://www.asociacionunacem.org/,Sí,No,No,No,0,0,0,0,0,0,0,No se cuenta con experiencia en el desarrollo de plataformas/aplicaciones,0,1,0,
Ocupa Tu Calle,3,Iniciativas ya existentes,1,0,0,1,0,0,,Detona,Empresa privada (no incluye startup),Perú,Lima,www.detona.pe,No,Sí,No,No,1,0,0,0,0,1,0,,0,1,0,
Ocupa Tu Calle,3,Iniciativas ya existentes,1,0,0,1,0,0,,Lima Cómo Vamos,Organización civil sin fines de lucro,Perú,Lima,http://www.limacomovamos.org/,No,No,No,No,0,0,0,0,0,1,0,,0,1,0,
COMUNIDAS 2.0,3,Iniciativas ya existentes,1,0,0,0,0,0,"Economi´a colaborativa, voluntariado, alianzas con otros sectores, moneda virtual",Grupo FARO Ame´rica Latina y el Caribe,Organización civil sin fines de lucro,Panamá,Panama,www.grupofaro.org,Sí,No,Si,No,1,1,0,0,0,0,0,,1,0,0,
COMUNIDAS 2.0,3,Iniciativas ya existentes,1,0,0,0,0,0,,Red Argentina para la Cooperacio´n Internacional (RACI),Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,www.raci.org.ar,No,No,No,No,0,0,0,0,0,0,0,"?Objetivos de Desarrollo Sostenible, Directorio georeferenciado de las OSCs en Ciudad Auto´noma de Buenos Aires",1,0,0,
COMUNIDAS 2.0,3,Iniciativas ya existentes,1,0,0,0,0,0,,Jo´venes Contra la Violencia ,Organización civil sin fines de lucro,Guatemala,Guatemala,www.jovenescontralaviolencia.org,No,Sí,Si,No,1,0,1,0,0,1,0,,1,0,0,
ToolKit Electoral,3,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,Acceso al poder / reducción de barreras electorales,Update,Organización civil sin fines de lucro,Brasil,São Paulo,www.updatepolitics.cc,Sí,No,Si,No,0,0,0,0,0,1,0,,0,0,1,
ToolKit Electoral,3,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,,Aparabólica,Empresa privada (startup),Brasil,São Paulo,http://aparabolica.com.br/,No,Sí,Si,No,1,1,1,0,1,1,0,,0,0,1,
ToolKit Electoral,3,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,,LabHacker,Organización civil sin fines de lucro,Brasil,São Paulo,http://labhacker.org.br,No,Sí,No,No,1,1,1,0,1,1,1,,0,0,1,
Red Colaborativa para el Desarrollo de la Economía Social,2,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,Networking,INCOTEDES,Fundación empresaria,Argentina,S.S:de Jujuy,,Sí,No,No,No,0,0,0,0,0,0,1,,0,0,1,
Red Colaborativa para el Desarrollo de la Economía Social,2,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,Ariel Cabezas,Empresa privada (startup),Argentina,San Salvador de Jujuy,,No,Sí,No,No,1,1,0,0,1,1,0,,0,0,1,
"Ciudatos, te acerca a tu ciudad",2,Iniciativas ya existentes,1,1,1,0,0,1,,Fundación Corona,Organización civil sin fines de lucro,Colombia,Bogotá,www.fundacioncorona.org,Sí,Sí,No,No,1,1,1,0,1,1,0,,0,1,0,
"Ciudatos, te acerca a tu ciudad",2,Iniciativas ya existentes,1,1,1,0,0,1,,Random Monkey,Empresa privada (startup),Colombia,Bogotá,www.randommonkey.io,No,Sí,No,No,0,1,0,0,1,1,0,,0,1,0,
Plataforma de seguimiento de la gestión forestal comunitaria Uso Múltiple Uso Sostenible de Unidades de Conservación en la Amazonía Brasiliera,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,Monitoramento de investimentos publicos e privados no Manejo Florestal Comunitário ,Instituto Floresta Tropical ,Organización civil sin fines de lucro,Brasil,Belém ,http://ift.org.br/,Sí,No,No,Si,0,0,0,0,1,0,0,,0,0,1,
CITIVIVA - Ciudadanía Inteligente,2,Iniciativas ya existentes,1,0,0,1,1,1,,PLATAFORMA CIUDADANA INTELIGENTE,Empresa privada (startup),Otro,Miami,www.citiviva.com,Sí,Sí,Si,No,1,0,0,0,0,1,1,,0,1,0,
CITIVIVA - Ciudadanía Inteligente,2,Iniciativas ya existentes,1,0,0,1,1,1,,CLETECI S.A,Empresa privada (startup),Panamá,Panamá,www.cleteci.com,No,Sí,Si,No,1,0,0,0,0,1,1,,0,1,0,
Compras Públicas Transparentes,1,Iniciativas de tecnología con fines de lucro,0,1,0,0,1,1,,Centro de Desarrollo Sostenible,Empresa privada (startup),Paraguay,Asunción,http://www.cds.com.py/,Sí,Sí,No,No,0,1,0,1,1,0,0,Plataformas de datos abiertos,0,0,1,
Cidades em Dados - Transparência e controle social,2,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,World Resources Institute Brasil - WRI Brasil,Organización civil sin fines de lucro,Brasil,São Paulo,www.wricidades.org ,Sí,No,No,No,1,1,0,0,0,0,1,,0,0,1,
Cidades em Dados - Transparência e controle social,2,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,EOKOE SOLUÇÕES TECNOLÓGICAS LTDA - AppCívico,Empresa privada (startup),Brasil,São Paulo,https://www.eokoe.com/,No,Sí,No,Si,1,1,1,1,0,1,1,,0,0,1,
Reporta Ciudad,2,Iniciativas ya existentes,1,1,0,1,1,0,,Red Ciudadana Nuestra Córdoba – Asociación civil Nuestra Córdoba,Organización civil sin fines de lucro,Argentina,Córdoba,nuestracordoba.org.ar ,Sí,No,No,No,1,1,0,0,0,0,0,,1,0,0,
Reporta Ciudad,2,Iniciativas ya existentes,1,1,0,1,1,0,,DATA (Datos Abiertos Transparencia y Acceso a la información),Organización civil sin fines de lucro,Uruguay,Montevideo,datauy.org,No,Sí,No,No,1,1,1,0,1,1,1,,1,0,0,
Mi emprendimiento abierto,3,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,emprendimiento e innovacion social,Datalat,Otro,Ecuador,Quito,www.datalat.org,No,Sí,No,Si,1,1,0,0,1,1,0,"Economia colaborativa, innovación social y tecnologia civica",0,0,1,
Mi emprendimiento abierto,3,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,,Fundación Medialab Quito,Organización civil sin fines de lucro,Ecuador,Quito,www.medialabuio.org ,Sí,Sí,No,Si,1,0,0,0,0,1,1,"Proyectos Ciudadanos de Cultura, arte, tecnología para la sociedad.",0,0,1,
Mi emprendimiento abierto,3,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,,IMPAQTO,Otro,Ecuador,Quito,www.impaqto.net,No,No,No,No,1,0,0,0,0,0,1,"Emprendimiento, innovación social, incubación ",0,0,1,
Red de Activistas Ciudadanos por Los Derechos Humanos - Activismo Digital,1,Iniciativas ya existentes,1,0,0,0,0,0,,Centro de Justicia y Paz - Cepaz,Organización civil sin fines de lucro,Venezuela,Caracas,www.cepaz.org.ve,Sí,Sí,No,No,1,0,0,0,0,0,0,,1,1,0,
CdlV: el monitor de los procesos de urbanización de villas,2,Iniciativas ya existentes,1,1,0,1,1,1,,Asociación Civil por la Igualdad y la Justicia,Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,www.acij.org.ar,Sí,No,No,No,1,1,1,1,1,1,1,,0,1,0,
CdlV: el monitor de los procesos de urbanización de villas,2,Iniciativas ya existentes,1,1,0,1,1,1,,"Wingu, Tecnologìa sin fines de lucro",Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,www.winguweb.org ,No,Sí,Si,No,1,1,1,1,1,1,1,,0,1,0,
Red Digital Taturana -  Distribución de películas independientes en circuitos sociales,1,Iniciativas ya existentes,1,0,0,1,0,0,"democratización del acceso al cine; articulación de redes culturales para circuitos alternativos de cine; cine y formación de público; el cine com herramienta de impacto social, ciudadanos son protagonistas de una red que lleva cine y cultura para todo el país, fortaleciendo también el uso de espacios públicos y de interés público",Taturana Mobilização Social,Empresa privada (startup),Brasil,São Paulo,www.taturanamobi.com.br,Sí,No,Si,No,1,0,0,0,0,0,0,democratización de acceso a cultura,0,1,0,
Midiendo los niveles de integración sociourbana de asentamientos informales en Argentina,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,TECHO,Organización civil sin fines de lucro,Argentina,Capital Federal,www.techo.org/Argentina,Sí,No,Si,No,1,0,0,0,0,1,1,,0,0,1,
Midiendo los niveles de integración sociourbana de asentamientos informales en Argentina,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,Manas Technology Solutions,Empresa privada (no incluye startup),Argentina,Vicente Lopez,manas.tech,No,Sí,No,No,0,0,1,0,0,1,0,,0,0,1,
Información y datos para combatir la violencia contra la mujer en Brasil,1,Desarrollo de nuevas iniciativas,0,0,1,0,1,1,,ARTIGO 19 BRASIL,Organización civil sin fines de lucro,Brasil,São Paulo,artigo19.org,Sí,Sí,Si,No,0,0,0,0,1,0,1,,0,0,1,
Fresconsciente,1,Iniciativas ya existentes,1,0,0,0,0,0,Participación en el sistema agroalimentario,Plataforma Nuup AC,Organización civil sin fines de lucro,México,Ciudad de México,http://www.nuup.co/,Sí,Sí,No,Si,0,0,0,0,0,0,0,Información y vinculación en las cadenas de valor agroalimentarias,0,1,0,"Aunque el Open Food Network ya existe en otros países y parte del código ya está escrito, consideramos que adecuar y adaptar la plataforma a la realidad de la CDMX es una iniciativa nueva en sí. Sería un error considerar que estamos escalando algo existente sin considerar las particularidades locales. Por lo tanto, estaremos trabajando para “La adaptación de una plataforma/aplicación existente”. Un punto importante es que es una plataforma en evolución a la que podremos contribuir con nuevo código y nuevas aplicaciones."
Plataforma de vigilancia ciudadana,1,Iniciativas ya existentes,1,1,1,1,1,1,,"Centro de Estudios para la Equidad y Gobernanza En Los Sistemas de Salud, CEGSS",Organización civil sin fines de lucro,Guatemala,Guatemala,www.cegss.org.gt,Sí,No,No,No,1,1,0,0,1,1,1,,1,0,0,
Gênero e Número,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,1,,Gênero e Número,Empresa privada (startup),Brasil,Rio de Janeiro,www.generonumero.media,Sí,Sí,No,No,1,0,0,0,1,1,0,,1,1,1,
Instituto del Desarrollo de la Juventud,1,Iniciativas ya existentes,1,0,0,1,0,1,,Instituto del Desarrollo de la Juventud,Organización civil sin fines de lucro,Otro,"San Juan, PR",www.juventudpr.org,Sí,Sí,No,Si,1,0,0,0,0,1,0,Recopilación y diseminación de datos sobre la situación social y económica de la niñez y juventud (edades 0 a 21) en Puerto Rico.,1,1,0,
Yeeko Inteligencia Colectiva,1,Iniciativas de tecnología con fines de lucro,1,0,0,0,0,0,,Yeeko Inteligencia Colectiva,Empresa privada (startup),México,Ciudad de México,www.yeeko.org,Sí,Sí,No,No,1,0,0,0,0,0,0,,1,0,0,
El Mirador de Salud Sexual y Reproductiva,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Fundación Huésped,Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,http://www.huesped.org.ar/,Sí,Sí,Si,No,1,1,0,0,0,1,1,,0,0,1,
Plataforma para participación ciudadana de vecinos ,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,"Fundación Hogares, IAP ",Organización civil sin fines de lucro,México,Ciudad de México,www.fundacionhogares.org,Sí,No,No,No,0,0,0,0,0,0,0,-,0,0,1,
Plataforma para participación ciudadana de vecinos ,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Cívica Digital México SAPI de CV ,Empresa privada (startup),México,Monterrey,https://civica.digital/,No,Sí,No,Si,1,1,0,1,1,1,1,,0,0,1,
Todos por Um (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Associação Todos por Um (Tp1),Organización civil sin fines de lucro,Brasil,Londrina,www.tp1.com.br,Sí,No,No,No,1,0,0,0,0,0,0,,0,0,1,
Todos por Um (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,MZ Tecnologia ,Empresa privada (startup),Brasil,Londrina,mztecnologia.com.br,No,Sí,No,No,1,1,0,1,0,1,0,,0,0,1,
Todos por Um (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Geleia .Mob,Empresa privada (startup),Brasil,Londrina,apps.geleiamob.com,No,Sí,Si,No,1,1,0,0,1,1,0,,0,0,1,
Ciudadano APP,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,"formación y capacitación, mecanismo de denuncia, generación de redes ciudadanas.",Movimiento Nacional por la Integridad,Organización civil sin fines de lucro,Guatemala,Guatemala,"www,guatemavisible.net",Sí,Sí,No,No,1,1,1,0,0,1,1,"Lucha contra la corrupción, auditoria social, fiscalización.",0,1,0,
Ruta de las Medicinas,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Sonora Ciudadana AC,Organización civil sin fines de lucro,México,Hermosillo ,www.sonoraciudadana.org.mx,Sí,Sí,No,No,1,1,1,0,0,0,1,,0,0,1,
Ruta de las Medicinas,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Wingu,Organización civil sin fines de lucro,México,Ciudad de México,www.winguweb.org,No,Sí,Si,No,1,1,1,0,1,1,1,,0,0,1,
Certificaciones de sostenibilidad para empresas y consumidores ,1,Desarrollo de nuevas iniciativas,0,1,0,0,0,1,,Fundación ConSuma ConCiencia,Organización civil sin fines de lucro,Chile,Santiago,http://www.consuma-conciencia.org/,Sí,No,No,No,0,1,0,0,0,0,0,Monitoreo de entidades privadas que prestan servicios de interés público,0,0,1,
SEGURIDAD MARITIMA INTEGRAL EN EL TRANSPORTE TURISTICO DE PASAJERO EN EL MULLE  DE LA BODEGUITA ,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,Zeus Tecnologica S.A,Empresa privada (no incluye startup),Colombia,Cartagena ,www.zeustecnologia.com,No,Sí,Si,No,1,0,0,0,0,1,0,,0,0,1,
Revista digital Plan V,1,Iniciativas de tecnología con fines de lucro,1,1,1,0,1,1,,"Sociedad de hecho ""La Pesetera""",Empresa privada (startup),Ecuador,Quito,www.planv.com.ec,Sí,Sí,No,Si,1,1,0,0,1,0,0,,0,0,1,
"Plataforma digital do livro ""Aos Trancos e Barrancos: como o Brasil deu no que deu"", de Darcy Ribeiro",1,Desarrollo de nuevas iniciativas,1,0,1,0,0,1,Ampliar acesso e pesquisa em acervos digitais históricos qualificados.,Fundação Darcy Ribeiro,Organización civil sin fines de lucro,Brasil,Rio de Janeiro,www.fundar.org.br,Sí,No,No,No,0,0,0,0,0,0,0,Controle financeiro - Gemini Sistemas,0,0,1,
PROSAS: plataforma para seleção e monitoramento de projetos sociais,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,0,,Prosas tecnologia Social Ltda,Empresa privada (startup),Brasil,Belo Horizonte,www.prosas.com.br,Sí,Sí,No,No,1,1,0,0,0,1,1,,1,0,0,
Municipio Transparente y Participativo,1,Iniciativas de tecnología con fines de lucro,1,1,0,0,0,0,,DelPuerto Comunicaciones ,Empresa privada (no incluye startup),Chile,Valparaíso,www.delpuerto.cl,Sí,Sí,No,No,1,1,0,0,0,0,0,,0,0,1,
Sistema de alerta inmediata para protección a mujeres en riesgo de agresión violenta,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,Empoderamiento digital de mujeres y redes de apoyo,Comite para la Democratización de la Informatica. CDI Colombia,Organización civil sin fines de lucro,Colombia,Bogota,http://cdi.org.co,Sí,Sí,Si,No,1,0,0,0,0,0,0,"E-learning, educacion inclusiva, ciencias de la computación ",0,0,1,
Sistema de alerta inmediata para protección a mujeres en riesgo de agresión violenta,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,,INKCO SAS,Empresa privada (no incluye startup),Colombia,Bucaramanga,www.inkcoweb.com,No,Sí,No,No,1,0,0,0,0,0,0,"Servicio de valor agregado basados en localización (GPS para administrar y ubicar personas y vehículos). Desarrollo y servicio de aplicaciones móviles de fuerza de ventas, recaudos, lectura de contadores para empresas de servicios públicos.",0,0,1,
Iniciativa Pescando Datos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Causa Natura A.C.,Organización civil sin fines de lucro,México,Ciudad de México,www.causanatura.org,Sí,Sí,No,No,1,1,1,0,0,0,1,,1,0,1,
Iniciativa Pescando Datos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,The Engine Room,Organización civil sin fines de lucro,Otro,Estados Unidos/Nueva York,www.theengineroom.org,No,Sí,Si,No,1,1,1,1,1,1,1,,1,0,1,
Cultivando Futuro,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,Big data para impacto social,Cultivando Futuro,Empresa privada (startup),Colombia,Bogotá,www.cultivandofuturo.com,Sí,Sí,No,Si,1,0,0,0,0,0,0,Recolección de data para gestión de recursos públicos. Generación de informes y dashboards que muestran el impacto económico medible de la inversión de recursos públicos. (Próximamente en formato de datos abiertos),0,1,0,
"Medios de Periodismo Ciudadano, Independientes, Participativos, Transparentes, de Alta Escalabilidad e Impacto Social",1,Iniciativas de tecnología con fines de lucro,1,1,0,0,0,0,"Periodismo Independiente, Ciudadano y de Investigación; Innovación en el modelo de negocios medial, en la generación de contenidos en medios, en la gestión de línea editorial de medios y en la forma como los medios impactan en el desarrollo de las comunidades",Asesorías e Inversiones Comunidades Ciudadanas S.A.,Empresa privada (no incluye startup),Chile,Santiago,www.mivoz.cl,Sí,No,No,No,1,0,0,0,0,0,0,Periodismo Ciudadano,0,0,1,
"Iniciativa de innovación tecnológica para la participación ciudadana en el monitoreo, fiscalización e incidencia en el Congreso Nacional",1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,"Participación Ciudadana, Capitulo Dominicano Transparencia Internacional",Organización civil sin fines de lucro,República Dominicana,Santo Domingo,http://pciudadana.org/,Sí,No,No,No,1,1,0,0,0,0,0,,0,0,1,
Observatório do Plano Nacional de Educação (OPNE),1,Iniciativas ya existentes,1,1,1,0,0,1,Monitoramento de políticas públicas,Todos Pela Educação,Organización civil sin fines de lucro,Brasil,São Paulo,www.todospelaeducacao.org.br,Sí,No,No,No,0,0,0,0,0,0,0,"O Todos Pela Educação não tem experiência em desenvolvimento de plataformas, mas coordenou a criação de uma plataforma online para monitoramento das metas e estratégias do Plano Nacional de Educação, para que qualquer cidadão brasileiro tenha acesso e posso acompanhar o seu cumprimento. Portanto, consideramos que esse objetivo está alinhado às quatro (04) temáticas desse Edital, que compreendem: participação cidadã, transparência, monitoramento de políticas públicas e uso de dados abertos.",0,1,0,
Medata,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Corporación Ruta N,Otro,Colombia,Medellín,www.rutanmedellin.org,Sí,No,No,No,1,0,0,0,0,0,0,"Intercambio de experiencias y buenas prácticas entre ciudades: cohesionando conocimiento para ponerlo de manera solidaria, metodológica e innovadora, al servicio de la solución de retos complejos, actuales y futuros, de las ciudades y sus habitantes alrededor del mundo. ",0,0,1,
Promesas Verdes,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,Sociedad Peruana de Derecho Ambiental,Organización civil sin fines de lucro,Perú,Lima,www.spda.org.pe,Sí,No,No,No,1,1,1,0,1,1,1,,0,0,1,
"SUMÁ - Sistema de Qualificação de Gestores, Operadores e Fornecedores da Alimentação Institucional",2,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,Segurança Alimentar,SUMÁ,Empresa privada (startup),Brasil,Balneário Camboriu,www.appsuma.com.br,Sí,Sí,No,Si,0,0,0,1,0,0,1,,1,0,0,
"SUMÁ - Sistema de Qualificação de Gestores, Operadores e Fornecedores da Alimentação Institucional",2,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,,Instituto Stela,Organización civil sin fines de lucro,Brasil,Florianópolis/SC,www.stela.org.br,No,Sí,Si,Si,1,1,0,0,0,1,1,Plataformas públicas de Inovação e Gestão do Conhecimento,1,0,0,
ACERCAMIENTO DE LA COMUNIDAD MAS VULNERABLE DEL MUNICIPIO DE MOLAGAVITA (Santander – Colombia),1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,CORPORACION COBEII,Organización civil sin fines de lucro,Colombia,Bucaramanga,www.cobeii.com,Sí,No,No,No,0,0,0,0,0,0,0,"La corporación COBEII, ha trabajado,en pro de desarrollar iniciativos con población en condición de desplazamiento, operando recursos de entidades del estado",0,0,1,
Phomenta - Doe profissionalmente.,1,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Instituto Phomenta,Organización civil sin fines de lucro,Brasil,Campinas,www.phomenta.org,Sí,No,Si,No,0,0,0,0,1,0,0,,0,0,1,
Plataforma ciudadana de seguridad vial para la Ciudad de México,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,Seguridad Vial,Instituto de Políticas para el Transporte y el Desarrollo (ITDP),Organización civil sin fines de lucro,México,Ciudad de México,mexico.itdp.org,Sí,Sí,Si,No,1,1,1,0,1,1,1,Desarrollo Orientado al Transporte,0,0,1,
Malalai,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,0,igualdad de género,Malalai Tecnologia de Segurança Ltda,Empresa privada (startup),Brasil,Belo Horizonte,http://malalai.com.br,Sí,Sí,No,No,1,0,0,0,0,1,0,igualdad de género,0,0,1,
LATIn - Iniciativa Latinoamericana de Tecnologías y Recursos Abiertos para la Educación,1,Iniciativas ya existentes,0,0,0,0,0,1,,Asociación LATIn,Fundación internacional,Uruguay,Montevideo,http://proyectolatin.org/index.php/es/,Sí,Sí,Si,No,0,0,0,0,0,0,0,"Plataforma social, plataforma de escritura colaborativa de libros, plataforma de publicación de libros abiertos, repositorio de recursos educativos",1,1,0,
Open Failure,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Instituto del Fracaso A.C.,Organización civil sin fines de lucro,México,Ciudad de México,http://thefailureinstitute.com,Sí,Sí,Si,No,1,0,0,0,1,1,0,,0,0,1,
"SAGUI: sistema de escucha, monitoreo y alerta sobre riesgos y impactos de grandes emprendimientos en los derechos de las comunidades locales",4,Iniciativas ya existentes,1,0,0,1,0,1,,FGV.GDHeE - Grupo de Pesquisa Aplicada em Direitos Humanos e Empresas da Fundação Getulio Vargas,Universidad,Brasil,Sao Paulo,http://portal.fgv.br,Sí,No,No,No,1,1,0,0,0,0,0,,0,0,1,
"SAGUI: sistema de escucha, monitoreo y alerta sobre riesgos y impactos de grandes emprendimientos en los derechos de las comunidades locales",4,Iniciativas ya existentes,1,0,0,1,0,1,,EOKOE SOLUÇÕES TECNOLÓGICAS LTDA - APPCIVICO,Empresa privada (startup),Brasil,Sao Paulo,https://www.eokoe.com/,No,Sí,No,Si,1,1,0,1,1,1,1,,0,0,1,
